"npp","a","ess","c13","mortbg2","poids_models","ssp_gui","is_gui_bin"
"14-68-274-1-062T",15,61,0.83,"0",39.2890526702631,"abietis",0
"14-68-274-1-062T",23,61,1.06,"0",39.2837136228653,"abietis",1
"15-06-337-2-188T",18,52,1.94,"0",28.2822288485242,"austriacum",0
"14-68-274-1-062T",9,61,1.17,"2",39.280701452773,"abietis",0
"15-06-337-2-188T",7,52,1.42,"0",28.2877906503224,"austriacum",0
"14-68-274-1-062T",3,61,0.78,"4",39.2900415424294,"abietis",0
"15-06-337-2-188T",13,52,1.62,"0",28.2858549765868,"austriacum",0
"15-15-207-1-190T",7,20,1.64,"0",28.2856474170204,NA,0
"15-06-337-2-188T",20,52,1.4,"0",28.2879702227422,"austriacum",0
"15-06-337-2-188T",21,52,2.07,"0",28.2805698376292,"austriacum",0
"15-06-337-2-188T",23,52,1.31,"0",28.2887468052132,"austriacum",0
"15-06-337-2-188T",8,52,1.31,"0",28.2887468052132,"austriacum",0
"15-06-337-2-188T",11,52,0.99,"0",78.5709518970788,"austriacum",0
"15-15-207-1-190T",1,61,0.89,"X",78.575570042955,"abietis",0
"15-06-337-2-188T",4,52,1.69,"0",28.2851173886528,"austriacum",0
"15-15-207-1-190T",6,61,1.4,"0",28.2879702227422,"abietis",0
"15-06-337-2-188T",6,52,1.15,"0",78.5625423743868,"austriacum",0
"15-06-337-2-188T",22,52,1.35,"0",28.2884080196784,"austriacum",0
"15-15-207-1-190T",8,61,2.57,"0",28.2731889080182,"abietis",1
"15-06-337-2-188T",12,52,1.15,"0",78.5625423743868,"austriacum",0
"15-06-337-2-188T",9,52,1.5,"0",28.2870469125386,"austriacum",0
"15-15-207-1-190T",5,61,1.44,"0",28.2876085320138,"abietis",0
"15-06-337-2-188T",10,52,1.97,"0",28.2818555302244,"austriacum",1
"15-15-207-1-190T",9,61,2.22,"0",28.2785221965682,"abietis",0
"15-06-337-2-188T",17,52,1.25,"0",28.2892358919188,"austriacum",0
"15-25-265-1-108T",7,61,2.4,"0",28.2758764540352,"abietis",1
"15-06-337-2-188T",19,52,1.54,"0",28.2866597774168,"austriacum",0
"15-25-265-1-108T",1,61,2.02,"0",28.2812206253278,"abietis",0
"15-25-265-1-108T",3,61,1.18,"X",28.2897775378926,"abietis",0
"15-25-265-1-108T",4,61,2.29,"2",28.277517737369,"abietis",1
"04587-16060-9-6T",1,52,0.95,"0",55.4729628302604,"austriacum",1
"15-25-265-1-108T",8,61,0.95,"0",78.5728580452616,"abietis",0
"04587-16060-9-6T",3,54,0.95,"0",55.4729628302604,"austriacum",1
"15-25-265-1-108T",6,61,1.26,"X",28.2891559683894,"abietis",0
"04587-16060-9-6T",2,52,0.71,"3",55.4798729804602,"austriacum",1
"15-25-265-1-108T",10,61,1.97,"0",28.2818555302244,"abietis",0
"15-25-265-1-108T",9,61,1.74,"0",28.2845714655824,"abietis",0
"12-25-258-1-098T",12,22,0.94,"0",9.821665289217,NA,0
"12-39-264-1-114T",2,61,1.37,"0",14.1441174048343,"abietis",0
"12-39-264-1-114T",5,61,1.27,"0",14.1445377042385,"abietis",0
"12-39-264-1-114T",11,61,1.83,"0",14.1417743753966,"abietis",0
"12-39-264-1-114T",6,61,1.55,"0",14.1432807017439,"abietis",0
"12-39-264-1-114T",8,61,1.8,"0",14.1419476889224,"abietis",0
"12-25-258-1-098T",13,22,0.74,"0",9.82269711235642,NA,0
"12-39-264-1-114T",14,61,2.15,"0",14.1397477716596,"abietis",1
"12-39-264-1-114T",1,61,1.7,"0",14.1425047378282,"abietis",0
"12-39-264-1-114T",3,61,2.13,"0",14.1398839634772,"abietis",1
"12-25-258-1-098T",1,21,0.91,"0",9.8218357091919,"album",0
"12-39-264-1-114T",7,61,1.24,"0",14.144657589527,"abietis",1
"12-25-258-1-098T",5,11,1.38,"0",3.5360184062837,NA,0
"12-39-264-1-114T",13,61,2,"0",14.1407382466719,"abietis",0
"12-39-264-1-114T",12,61,1.41,"0",14.1439403773189,"abietis",0
"12-25-258-1-098T",11,23,0.84,"X",9.8222118829581,"album",1
"12-25-258-1-098T",6,41,1.02,"0",9.82118384601267,"album",0
"12-39-264-1-114T",9,61,2.18,"0",14.1395411024083,"abietis",1
"12-39-264-1-114T",10,61,1.98,"0",14.1408649099864,"abietis",1
"12-39-264-1-118T",18,61,1.84,"0",14.1417159688123,"abietis",0
"15-38-277-1-164T",11,61,1.22,"0",28.2894718440994,"abietis",0
"12-39-264-1-118T",19,17,0.83,"0",39.2890526702631,NA,0
"15-38-277-1-164T",8,61,1.55,"0",28.2865614034878,"abietis",0
"12-39-264-1-118T",4,17,0.71,"0",39.2913228503895,NA,0
"15-38-277-1-164T",23,61,1.98,"0",28.2817298199728,"abietis",0
"12-39-264-1-118T",11,61,2.07,"0",14.1402849188146,"abietis",1
"15-38-277-1-164T",5,61,1.25,"0",28.2892358919188,"abietis",0
"12-39-264-1-118T",8,17,0.82,"0",39.2892553540523,NA,0
"15-38-277-1-164T",9,61,1.26,"0",28.2891559683894,"abietis",0
"12-39-264-1-118T",5,17,1.11,"0",39.2823812345071,NA,0
"15-38-277-1-164T",10,61,0.99,"0",78.5709518970788,"abietis",0
"12-39-264-1-118T",14,61,1.72,"0",14.1423958711038,"abietis",1
"15-38-277-1-164T",17,61,1.44,"0",28.2876085320138,"abietis",0
"12-39-264-1-118T",20,15,1.23,"0",14.1446969148922,NA,0
"15-38-277-1-164T",2,61,1.82,"0",28.2836649283356,"abietis",0
"15-38-277-1-164T",15,61,1.68,"0",28.2852246670862,"abietis",0
"15-38-277-1-164T",18,61,1.83,"0",28.2835487507932,"abietis",1
"04587-19020-8-4T",1,52,1.24,"0",3.53616439738175,"austriacum",1
"15-38-277-1-164T",1,61,1.37,"0",28.2882348096686,"abietis",0
"12-51-211-1-069T",5,19,1.27,"0",3.53613442605963,"album",1
"15-38-277-1-164T",20,61,1.4,"0",28.2879702227422,"abietis",0
"04587-19040-7-8T",8,52,1.45,"0",3.53593956489135,"austriacum",1
"04587-17080-6-6T",2,23,0.72,"0",19.6455735857232,NA,0
"04587-26080-7-6T",2,52,1.44,"0",3.53595106650172,"austriacum",1
"04587-17080-6-6T",12,52,0.88,"0",19.644001215979,"austriacum",1
"04587-17080-6-6T",10,52,0.93,"0",19.6434454186803,"austriacum",0
"04587-28080-7-6T",2,61,1.14,"0",9.8203880942176,NA,0
"04587-17080-6-6T",7,52,0.75,"0",19.6453027027213,"austriacum",0
"04587-28080-7-6T",6,52,1.15,"0",9.82031779679835,"austriacum",1
"04587-17080-6-6T",3,52,1.03,"0",19.6422418115257,"austriacum",0
"04587-28080-7-6T",3,52,0.82,"X",9.82231383851308,"austriacum",0
"04587-28080-7-6T",1,61,1.2,"0",3.5362032454302,NA,0
"15-39-255-1-118T",14,27,1.51,"X",72.4199006365436,NA,0
"04587-29090-4-2T",13,52,0.99,"X",19.6427379742697,"austriacum",1
"15-39-255-1-118T",3,14,0.72,"0",166.41771329749,"album",0
"04587-29090-4-2T",14,52,0.88,"X",19.644001215979,"austriacum",1
"15-39-255-1-118T",1,17,0.86,"0",166.406204248217,NA,0
"15-39-255-1-118T",5,14,0.75,"0",166.415418646761,"album",0
"15-39-255-1-118T",8,14,0.96,"0",166.396735973658,"album",0
"05587-12020-4-8T",6,52,0.84,"0",45.0777356342397,"austriacum",1
"15-39-255-1-118T",2,14,0.91,"X",166.401600032201,"album",0
"15-39-255-1-118T",10,14,1.26,"0",72.4255455570414,"album",1
"05587-12020-4-8T",5,52,0.85,"0",45.0774974526983,"austriacum",1
"04587-18090-7-2T",3,52,0.76,"0",39.2904199062357,"austriacum",1
"05587-12020-4-8T",3,52,0.82,"0",45.0782035457049,"austriacum",1
"04587-18090-7-2T",5,54,0.71,"0",39.2913228503895,"austriacum",1
"05587-12020-4-8T",4,52,0.87,"0",45.0770126441227,"austriacum",1
"05587-12020-4-8T",1,52,1.01,"0",45.0733036368036,"austriacum",1
"12-43-237-1-181T",7,61,0.97,"0",39.2859573918509,"abietis",1
"12-43-237-1-181T",18,61,1.58,"X",14.1431312321787,"abietis",0
"12-43-237-1-181T",2,61,1.87,"X",14.141538842259,"abietis",0
"12-43-237-1-181T",16,61,1.57,"1",14.1431813731763,"abietis",1
"12-43-237-1-181T",15,61,1.56,"3",14.1432311967629,"abietis",0
"15-57-266-1-045T",4,61,1.26,"0",28.2891559683894,"abietis",0
"15-57-266-1-045T",1,61,1.38,"0",28.2881472502696,"abietis",0
"15-57-266-1-045T",3,61,1.32,"0",28.2886630625474,"abietis",0
"15-57-266-1-045T",16,61,1.57,"0",28.2863627463526,"abietis",0
"12-63-208-1-172T",3,15,1.46,"0",20.2778224785741,"album",1
"15-57-266-1-045T",13,61,1.26,"0",28.2891559683894,"abietis",0
"12-63-208-1-172T",5,15,1.09,"0",49.6433669157017,"album",1
"12-63-208-1-172T",4,15,1.43,"0",20.2780203574798,"album",0
"15-57-266-1-045T",9,61,1.58,"0",28.2862624643574,"abietis",0
"15-57-266-1-045T",19,61,1.78,"0",28.28412328328,"abietis",0
"15-57-266-1-045T",2,61,1.48,"0",28.2872366635604,"abietis",0
"12-63-208-1-172T",7,15,1.49,"0",20.2776204962371,"album",0
"15-57-266-1-045T",5,61,1.32,"0",28.2886630625474,"abietis",0
"15-57-266-1-045T",8,61,0.97,"0",78.5719147837018,"abietis",0
"12-63-208-1-172T",6,15,0.99,"X",49.646595014596,"album",1
"15-57-266-1-045T",6,61,1.4,"0",28.2879702227422,"abietis",1
"15-65-173-2-290T",4,61,1.98,"0",28.2817298199728,"abietis",0
"15-57-268-1-043T",20,61,1.27,"0",28.289075408477,"abietis",0
"15-57-268-1-043T",23,61,1.07,"0",78.5669040951906,"abietis",1
"15-65-173-2-290T",3,61,1.68,"0",28.2852246670862,"abietis",0
"15-57-268-1-043T",5,61,0.99,"0",78.5709518970788,"abietis",1
"15-57-268-1-043T",4,61,0.88,"0",78.5760048639162,"abietis",1
"15-65-173-2-290T",7,61,1.14,"0",78.5631047537408,"abietis",0
"15-57-268-1-043T",8,61,1.19,"0",28.2897020684476,"abietis",0
"15-65-173-2-290T",5,61,1.32,"0",28.2886630625474,"abietis",0
"15-57-268-1-043T",12,61,1.36,"0",28.2883217328088,"abietis",1
"15-65-173-2-290T",11,61,2.3,"0",28.2773717037904,"abietis",0
"15-57-268-1-043T",10,61,0.76,"0",78.5808398124714,"abietis",0
"15-57-268-1-043T",17,61,1.24,"0",28.289315179054,"abietis",1
"15-65-173-2-290T",8,61,2.17,"0",28.279220619366,"abietis",0
"15-57-268-1-043T",18,61,1.23,"0",28.2893938297844,"abietis",1
"15-65-173-2-290T",9,61,1.25,"0",28.2892358919188,"abietis",1
"15-57-268-1-043T",13,61,0.73,"0",78.5819380762326,"abietis",0
"15-65-179-1-288T",10,20,1.36,"0",28.2883217328088,"album",1
"15-57-268-1-043T",16,61,1.23,"0",28.2893938297844,"abietis",0
"15-65-179-1-288T",9,20,1.06,"X",78.5674272457306,"album",0
"15-58-214-1-127T",2,13,0.78,"0",78.5800830848588,NA,0
"15-65-179-1-288T",6,20,0.94,"X",78.573322313736,"album",0
"15-58-214-1-127T",9,24,0.73,"0",78.5819380762326,"album",1
"15-65-179-1-288T",8,20,1.4,"X",28.2879702227422,"album",0
"15-65-179-1-288T",4,17,1.18,"0",28.2897775378926,NA,0
"15-65-179-1-288T",5,20,0.9,"X",78.5751303136612,"album",0
"15-65-179-1-288T",3,20,1.32,"0",28.2886630625474,"album",0
"15-60-150-1-061T",10,17,1.55,"0",17.7849369609516,NA,0
"15-65-179-1-288T",7,20,2.32,"X",28.2770777322738,"album",0
"15-60-150-1-061T",12,19,1.94,"0",17.7822129035518,"album",1
"15-60-150-1-061T",4,19,3.29,"0",17.7680956542474,"album",1
"15-68-272-1-073T",6,61,1.39,"0",33.6956297887668,"abietis",0
"15-60-150-1-061T",6,19,1.76,"0",17.7835457082769,"album",1
"15-60-150-1-061T",5,11,1.22,"X",17.7867668759444,NA,0
"15-68-272-1-073T",8,61,1.32,"0",33.696349259387,"abietis",0
"15-68-272-1-073T",4,61,1.4,"0",33.6955239757034,"abietis",1
"15-68-272-1-073T",11,61,1.74,"0",33.6914755090774,"abietis",0
"15-68-272-1-073T",5,61,1.25,"0",33.6970315913346,"abietis",0
"15-68-272-1-073T",2,61,0.9,"0",79.2390468231052,"abietis",0
"15-71-236-1-129T",5,14,0.9,"1",78.5751303136612,"album",1
"15-68-272-1-073T",9,61,1.27,"0",33.6968404297342,"abietis",0
"15-71-236-1-129T",2,14,1.32,"1",28.2886630625474,"album",1
"15-68-272-1-073T",12,61,0.95,"0",79.236755355291,"abietis",0
"15-71-236-1-129T",9,14,1.24,"2",28.289315179054,"album",0
"15-68-272-1-073T",7,61,1.25,"0",33.6970315913346,"abietis",0
"15-68-272-1-073T",13,61,1.64,"0",33.692757140357,"abietis",1
"15-68-272-1-073T",14,61,1.49,"0",33.6945375555474,"abietis",0
"15-68-272-1-073T",1,61,0.9,"0",79.2390468231052,"abietis",0
"12-26-141-1-080T",6,52,0.96,"0",39.2861944347358,"austriacum",0
"15-68-272-1-073T",3,61,1.6,"0",33.6932485840192,"abietis",0
"12-26-141-1-080T",11,52,0.92,"0",39.2871180640221,"austriacum",1
"15-68-274-1-073T",10,61,1.15,"0",78.5625423743868,"abietis",1
"12-26-141-1-080T",14,52,0.75,"X",39.2906054054427,"austriacum",0
"12-26-141-1-080T",13,52,0.96,"0",39.2861944347358,"austriacum",0
"15-68-274-1-073T",18,61,1.17,"0",78.561402905546,"abietis",1
"12-26-141-1-080T",12,52,0.84,"0",39.2888475318324,"austriacum",0
"15-68-274-1-073T",20,61,1.4,"0",28.2879702227422,"abietis",1
"15-68-274-1-073T",1,61,1.39,"0",28.2880590546236,"abietis",1
"15-68-274-1-073T",4,61,0.79,"0",78.57969735363,"abietis",0
"15-89-193-1-100T",13,19,1.04,"0",39.2842294091237,"album",0
"15-68-274-1-073T",15,61,0.82,"0",78.5785107081046,"abietis",0
"15-89-193-1-100T",9,25,0.86,"0",39.2884298900958,"album",0
"15-89-193-1-100T",12,25,0.83,"0",39.2890526702631,"album",0
"15-68-274-1-073T",2,61,1.15,"0",78.5625423743868,"abietis",0
"15-89-193-1-100T",4,19,2.03,"2",14.1405458691714,"album",1
"15-68-274-1-073T",17,61,1.57,"0",28.2863627463526,"abietis",0
"15-68-274-1-073T",11,61,0.84,"X",78.5776950636648,"abietis",0
"16-01-265-1-138T",4,61,0.91,"0",78.5746856747078,"abietis",1
"15-90-274-1-075T",1,61,1.23,"0",28.2893938297844,"abietis",1
"15-90-274-1-075T",7,61,1.19,"0",28.2897020684476,"abietis",1
"15-90-274-1-075T",9,61,1.11,"0",78.5647624690142,"abietis",1
"16-01-265-1-138T",2,61,1.22,"1",28.2894718443218,"abietis",1
"15-90-274-1-075T",2,61,1.37,"0",28.2882348096686,"abietis",1
"16-01-265-1-138T",3,61,0.85,"0",78.5772798761806,"abietis",1
"16-01-267-1-144T",14,61,1.31,"0",28.288746804736,"abietis",0
"16-04-314-1-199T",1,52,0.88,"0",117.064937689504,"austriacum",1
"16-01-267-1-144T",12,61,0.94,"0",78.573322313626,"abietis",0
"16-01-267-1-144T",16,61,1.42,"0",28.2877906499342,"abietis",0
"16-04-316-1-199T",6,52,0.81,"0",118.401207256656,"austriacum",0
"16-01-267-1-144T",11,61,1.75,"0",28.2844603736158,"abietis",1
"16-04-316-1-199T",5,52,0.77,"0",118.403546890729,"austriacum",0
"16-04-316-1-199T",7,52,0.85,"0",118.398749259699,"austriacum",1
"16-04-316-1-199T",4,52,0.85,"0",118.398749259699,"austriacum",0
"16-04-316-1-199T",1,52,0.74,"0",118.405223932169,"austriacum",0
"16-04-316-1-199T",3,52,0.81,"1",118.401207256656,"austriacum",0
"16-01-267-1-144T",9,61,1.64,"0",28.285647416871,"abietis",0
"16-01-267-1-144T",5,61,2.05,"0",28.2808320578834,"abietis",0
"16-05-286-1-191T",4,52,0.82,"0",78.5785107078164,"austriacum",0
"16-01-267-1-144T",8,61,1.45,"0",28.287516519571,"abietis",0
"16-05-286-1-191T",2,52,1.05,"0",78.5679454822664,"austriacum",1
"16-01-267-1-144T",17,61,1.35,"0",28.2884080198834,"abietis",0
"16-05-286-1-195T",14,52,0.91,"0",78.5746856747078,"austriacum",0
"16-05-286-1-195T",20,52,0.91,"0",78.5746856747078,"austriacum",0
"16-01-267-1-144T",1,61,1.35,"0",28.2884080198834,"abietis",1
"16-05-286-1-195T",27,52,1.29,"0",28.2889123792324,"austriacum",0
"16-01-267-1-144T",3,61,1.52,"0",28.2868546169382,"abietis",0
"16-01-267-1-144T",4,61,1.94,"0",28.2822288492308,"abietis",1
"16-05-286-1-195T",19,52,1.02,"0",78.5694707671458,"austriacum",0
"16-05-286-1-195T",23,52,0.79,"0",78.579697354463,"austriacum",0
"16-01-267-1-144T",15,61,1.36,"0",28.2883217329328,"abietis",0
"16-05-286-1-195T",16,52,1.15,"0",78.56254237304,"austriacum",0
"16-05-286-1-195T",2,52,1.46,"0",28.2874238704404,"austriacum",0
"16-01-267-1-144T",10,61,1.88,"0",28.2829583289452,"abietis",0
"16-05-286-1-195T",22,52,0.79,"X",78.579697354463,"austriacum",0
"16-01-267-1-144T",13,61,1.63,"0",28.285751514716,"abietis",0
"16-05-286-1-195T",6,52,1.29,"0",28.2889123792324,"austriacum",0
"16-05-286-1-195T",30,52,1.51,"0",28.2869510827818,"austriacum",0
"16-05-286-1-195T",31,52,1.52,"0",28.2868546169382,"austriacum",0
"16-05-286-1-195T",17,52,0.71,"0",78.5826457000304,"austriacum",0
"16-05-286-1-195T",4,52,1.57,"0",28.286362746877,"austriacum",1
"16-05-286-1-195T",28,52,1.33,"0",28.2885786849226,"austriacum",0
"16-05-286-1-195T",13,52,1.02,"0",78.5694707671458,"austriacum",0
"16-05-288-1-191T",23,52,1.02,"0",78.5694707671458,"austriacum",1
"16-01-273-1-128T",4,61,2.05,"0",28.2808320578834,"abietis",1
"16-01-273-1-128T",6,61,2.15,"0",28.2794955446242,"abietis",0
"16-05-306-1-183T",8,52,0.83,"0",78.5781053398456,"austriacum",1
"16-06-322-1-203T",15,52,0.91,"0",78.5746856747078,"austriacum",0
"16-06-322-1-203T",11,52,0.97,"0",78.5719147850652,"austriacum",0
"16-02-181-1-044T",14,14,1.2,"0",14.2258326202023,"album",1
"16-06-322-1-203T",14,52,1.23,"0",28.2893938299338,"austriacum",1
"16-06-322-1-203T",7,52,0.74,"0",78.5815768991982,"austriacum",0
"16-02-181-1-044T",11,15,0.75,"0",39.2906054054427,"album",0
"16-06-322-1-203T",4,52,0.71,"0",78.5826457000304,"austriacum",0
"16-02-181-1-044T",16,17,0.79,"X",39.2898486772315,NA,0
"16-06-322-1-203T",5,52,1.33,"0",28.2885786849226,"austriacum",0
"16-06-322-1-203T",9,52,1.14,"0",78.5631047529398,"austriacum",0
"16-02-181-1-044T",18,17,1.13,"0",39.2818311145856,NA,0
"16-06-326-1-201T",25,52,0.86,"0",78.576859780796,"austriacum",0
"16-06-326-1-201T",15,52,0.94,"0",78.573322313626,"austriacum",1
"16-04-312-1-197T",2,52,0.98,"0",78.5714357946998,"austriacum",1
"16-06-326-1-201T",17,52,0.8,"0",78.5793067152744,"austriacum",1
"16-06-326-1-201T",21,52,0.79,"0",78.579697354463,"austriacum",1
"16-06-326-1-201T",24,52,0.88,"1",78.57600486371,"austriacum",1
"16-06-326-1-201T",23,52,0.82,"X",78.5785107078164,"austriacum",1
"16-04-312-1-199T",1,52,0.99,"0",78.5709518975426,"austriacum",1
"16-06-326-1-201T",12,52,0.77,"0",78.5804639030272,"austriacum",1
"16-06-326-1-201T",8,52,0.83,"2",78.5781053398456,"austriacum",1
"16-04-312-1-203T",9,52,0.81,"1",78.5789111663428,"austriacum",1
"16-06-328-1-201T",7,52,0.86,"0",78.576859780796,"austriacum",0
"16-04-312-1-203T",10,52,1.28,"0",28.2889942119588,"austriacum",0
"16-06-328-1-201T",11,52,1.14,"0",78.5631047529398,"austriacum",1
"16-04-312-1-203T",12,52,0.83,"0",78.5781053398456,"austriacum",0
"16-06-328-1-201T",20,52,0.75,"0",78.5812108108854,"austriacum",0
"16-06-328-1-201T",2,52,0.85,"1",78.5772798761806,"austriacum",0
"16-04-312-1-203T",13,52,0.71,"0",78.5826457000304,"austriacum",0
"16-06-328-1-201T",13,52,0.92,"0",78.5742361287986,"austriacum",0
"16-04-312-1-203T",2,52,0.9,"0",78.575130312607,"austriacum",0
"16-06-328-1-201T",8,52,0.75,"0",78.5812108108854,"austriacum",0
"16-04-312-1-203T",1,52,0.97,"0",78.5719147850652,"austriacum",0
"16-04-312-1-203T",20,52,1.66,"1",28.285437313463,"austriacum",0
"16-08-195-1-036T",4,21,1.21,"0",14.1447746111413,"album",1
"16-04-314-1-187T",26,52,0.77,"0",78.5804639030272,"austriacum",0
"16-08-195-1-036T",2,21,1.03,"0",39.2844836223276,"album",1
"16-04-314-1-187T",9,58,0.73,"0",78.5819380769168,"austriacum",0
"16-04-314-1-187T",15,52,0.75,"X",78.5812108108854,"austriacum",0
"16-08-195-1-036T",11,21,1.03,"0",39.2844836223276,"album",0
"16-04-314-1-187T",6,52,0.92,"0",78.5742361287986,"austriacum",1
"16-08-195-1-036T",7,11,0.71,"0",39.2913228500152,NA,0
"16-04-314-1-187T",8,52,1.2,"0",28.289625963806,"austriacum",0
"16-08-195-1-036T",8,24,1.29,"0",14.1444561896162,"album",0
"16-04-314-1-187T",14,52,1.4,"1",28.2879702225296,"austriacum",0
"16-08-195-1-036T",3,11,1.23,"0",14.1446969149669,NA,0
"16-04-314-1-187T",7,52,0.93,"0",78.5737816750478,"austriacum",0
"16-04-314-1-187T",12,52,1.6,"1",28.2860599926454,"austriacum",0
"16-09-197-1-282T",1,14,0.83,"X",78.5781053398456,"album",0
"16-09-197-1-282T",4,14,0.87,"0",78.576434776586,"album",0
"16-04-314-1-187T",24,58,0.81,"0",78.5789111663428,"austriacum",0
"16-09-197-1-282T",10,14,1.25,"0",28.2892358919188,"album",1
"16-09-197-1-282T",5,14,0.81,"0",78.5789111663428,"album",0
"16-04-314-1-187T",16,52,1.31,"0",28.288746804736,"austriacum",0
"16-09-197-1-282T",8,14,1.4,"0",28.2879702225296,"album",0
"16-04-314-1-187T",18,52,1.05,"0",78.5679454822664,"austriacum",0
"16-09-197-1-282T",11,14,1.69,"0",28.2851173892684,"album",0
"16-16-143-1-188T",3,17,0.88,"0",87.2242793957126,NA,0
"16-09-197-1-282T",7,22,1.67,"X",28.2853313079282,NA,0
"16-09-197-1-282T",2,14,0.77,"0",78.5804639030272,"album",0
"16-09-197-1-282T",3,14,1.16,"0",78.5619750896826,"album",0
"16-09-197-1-282T",6,14,1.06,"0",78.5674272427512,"album",0
"16-16-143-1-188T",4,17,0.85,"0",87.225694739292,NA,0
"16-16-143-1-188T",6,21,0.72,"0",87.2312611120618,"album",1
"16-09-201-1-280T",20,17,1.57,"0",28.286362746877,NA,0
"16-16-143-1-188T",5,17,0.8,"0",87.2279446574406,NA,0
"16-09-201-1-280T",12,17,0.94,"0",78.573322313626,NA,0
"16-09-201-1-280T",11,14,1.18,"2",28.2897775374984,"album",1
"16-17-117-1-198T",15,19,1.24,"0",28.3716109147356,"album",1
"16-09-201-1-280T",10,17,1.27,"0",28.2890754083226,NA,0
"16-17-117-1-198T",16,19,0.97,"0",78.5719147850652,"album",1
"16-17-117-1-198T",18,19,1.11,"0",78.5647624697942,"album",1
"06597-12010-7-6T",3,52,0.94,"1",19.643330578434,"austriacum",1
"16-17-117-1-198T",21,19,1.21,"0",28.371845638738,"album",1
"16-17-117-1-198T",2,19,1.43,"0",28.369990945996,"album",0
"16-21-235-1-102T",9,15,1.19,"0",28.2897020688812,"album",1
"16-17-117-1-198T",22,19,1.09,"0",78.5658430932598,"album",1
"16-17-117-1-198T",11,19,1.65,"0",28.3678274442484,"album",1
"16-21-235-1-102T",2,20,0.99,"0",78.5709518975426,"album",0
"16-17-117-1-198T",17,19,1.2,"X",28.3719226035082,"album",1
"16-21-235-1-102T",4,20,1.4,"0",28.2879702225296,"album",0
"16-19-185-1-202T",4,17,1.26,"0",52.3854791379068,NA,0
"16-21-235-1-102T",3,11,0.82,"0",78.5785107078164,NA,0
"16-19-185-1-202T",13,17,0.75,"X",125.994294684494,NA,0
"16-19-185-1-202T",5,17,0.73,"X",125.995460756762,NA,0
"16-19-185-1-202T",8,17,1.12,"0",125.967043892738,NA,0
"16-25-267-1-094T",5,14,0.85,"0",78.5772798761806,"album",0
"16-19-185-1-202T",17,17,0.95,"0",125.980902158817,NA,0
"16-25-267-1-094T",10,14,0.76,"0",78.5808398121152,"album",0
"16-19-185-1-202T",7,17,0.77,"0",125.993097119226,NA,0
"16-25-267-1-094T",4,14,0.73,"0",78.5819380769168,"album",0
"16-19-185-1-202T",15,17,1.23,"0",52.385919606862,NA,0
"16-25-267-1-094T",6,14,0.8,"0",78.5793067152744,"album",0
"16-25-267-1-094T",28,14,0.85,"0",78.5772798761806,"album",1
"16-19-185-1-202T",2,33,1.55,"0",52.3806745567336,"album",1
"16-25-267-1-094T",30,14,0.81,"1",78.5789111663428,"album",0
"16-19-185-1-202T",1,33,2.53,"0",52.357113095134,"album",1
"16-25-267-1-094T",23,14,0.73,"X",78.5819380769168,"album",0
"16-19-185-1-202T",11,17,0.75,"X",125.994294684494,NA,0
"16-19-185-1-202T",9,17,2.15,"0",52.367590095046,NA,0
"16-25-267-1-094T",27,14,0.88,"0",78.57600486371,"album",0
